survived,deck,embarked,pclass,embark_town,sex,adult_male,who,wspd,lfwa,class,tprc,sibsp,age,alone,fare,parch
1,C,S,1.0,Southampton,female,False,woman,235.0,70.0,First,252.42499999999998,1.0,35.0,False,83.475,0.0
0,,S,3.0,Southampton,male,True,man,39.0,58.0,Third,25.325000000000003,0.0,29.0,True,7.775,0.0
0,,S,,Southampton,male,True,man,69.0,118.0,Second,42.5,0.0,59.0,True,13.5,0.0
1,,S,3.0,Southampton,female,False,child,205.0,10.0,Third,96.1625,,5.0,False,31.3875,2.0
0,,S,2.0,Southampton,male,True,man,24.0,48.0,Second,33.5,0.0,24.0,True,10.5,0.0
0,,S,3.0,Southampton,female,False,woman,,,Third,24.65,0.0,,True,7.55,0.0
0,,S,2.0,Southampton,male,True,man,44.0,88.0,Second,80.0,1.0,44.0,False,26.0,0.0
1,,S,2.0,Southampton,female,False,child,8.0,16.0,Second,80.75,0.0,8.0,False,,2.0
0,,S,2.0,Southampton,male,True,man,19.0,38.0,Second,33.5,0.0,19.0,True,10.5,0.0
0,,S,2.0,Southampton,male,True,man,33.0,66.0,Second,38.825,0.0,33.0,True,,0.0
0,,C,3.0,Cherbourg,female,False,woman,,,Third,45.3626,1.0,,False,14.4542,0.0
1,,Q,3.0,Queenstown,female,False,woman,,,Third,48.5,,,False,,0.0
0,,S,2.0,Southampton,male,True,man,29.0,58.0,Second,33.5,0.0,29.0,True,10.5,0.0
0,,S,3.0,Southampton,male,True,man,22.0,44.0,Third,23.375,0.0,,True,7.125,0.0
0,,C,,Cherbourg,male,True,man,30.0,60.0,Third,23.674999999999997,0.0,30.0,True,,0.0
0,C,Q,1.0,Queenstown,male,True,man,54.0,88.0,First,272.0,2.0,44.0,False,90.0,0.0
0,,S,3.0,Southampton,female,False,woman,25.0,50.0,Third,25.325000000000003,0.0,25.0,True,,0.0
1,,S,2.0,Southampton,female,False,woman,34.0,48.0,Second,45.5,0.0,24.0,False,14.5,2.0
1,D,S,1.0,Southampton,male,True,man,237.0,74.0,First,159.6626,1.0,37.0,False,52.5542,1.0
0,,S,2.0,Southampton,male,True,man,54.0,108.0,Second,80.0,1.0,54.0,False,26.0,0.0
0,,S,3.0,Southampton,male,True,man,,,Third,23.75,0.0,,True,7.25,0.0
0,G,S,3.0,Southampton,female,False,woman,229.0,58.0,Third,33.3875,1.0,29.0,False,10.4625,1.0
0,C,S,1.0,Southampton,male,True,man,62.0,124.0,First,81.65,0.0,62.0,True,,0.0
0,,S,3.0,Southampton,male,True,man,30.0,60.0,Third,50.300000000000004,1.0,30.0,False,16.1,0.0
0,,S,3.0,Southampton,female,False,woman,41.0,82.0,Third,62.637499999999996,0.0,41.0,False,20.2125,2.0
1,,C,3.0,Cherbourg,female,False,woman,229.0,58.0,Third,47.737399999999994,0.0,,False,15.2458,2.0
1,,C,1.0,Cherbourg,female,False,woman,,,First,239.60000000000002,0.0,,True,79.2,0.0
1,B,S,,Southampton,female,False,woman,30.0,60.0,First,261.5,0.0,30.0,True,86.5,0.0
1,,C,1.0,Cherbourg,female,False,woman,35.0,70.0,First,1538.9876,0.0,35.0,True,512.3292,0.0
1,,S,2.0,Southampton,female,False,woman,50.0,100.0,Second,80.0,0.0,50.0,False,26.0,1.0
0,,Q,3.0,Queenstown,male,True,man,,,Third,25.25,0.0,,True,7.75,0.0
1,,S,3.0,Southampton,male,False,child,3.0,6.0,Third,96.1625,4.0,3.0,False,,2.0
0,E,S,1.0,Southampton,male,True,man,62.0,104.0,First,240.95000000000002,1.0,52.0,False,,1.0
0,B,S,1.0,Southampton,male,True,man,240.0,80.0,First,2.0,0.0,40.0,True,0.0,0.0
0,,Q,3.0,Queenstown,female,False,woman,,,Third,25.25,,,True,,
0,,S,2.0,Southampton,male,True,man,36.0,72.0,Second,33.5,0.0,36.0,True,10.5,0.0
0,,S,,Southampton,male,True,man,26.0,32.0,Third,121.0625,4.0,16.0,False,39.6875,1.0
1,,S,3.0,Southampton,male,True,man,25.0,50.0,Third,25.325000000000003,1.0,25.0,False,7.775,0.0
1,C,S,1.0,Southampton,female,False,woman,68.0,116.0,First,462.38750000000005,0.0,58.0,False,153.4625,1.0
1,C,S,1.0,Southampton,female,False,woman,35.0,70.0,First,408.8999,0.0,35.0,True,135.6333,0.0
0,,S,1.0,Southampton,male,True,man,,,First,95.0,0.0,,True,31.0,0.0
1,,S,3.0,Southampton,male,True,man,25.0,50.0,Third,2.0,0.0,25.0,True,0.0,0.0
1,,S,2.0,Southampton,female,False,woman,41.0,82.0,Second,60.5,0.0,41.0,False,19.5,1.0
0,C,C,,Cherbourg,male,True,man,37.0,74.0,First,91.1,0.0,,False,29.7,1.0
1,,Q,3.0,Queenstown,female,False,woman,,,Third,25.25,0.0,,True,7.75,0.0
1,D,S,1.0,Southampton,female,False,woman,63.0,126.0,First,235.87489999999997,1.0,63.0,False,77.9583,0.0
0,,S,3.0,Southampton,female,False,woman,55.0,90.0,Third,25.25,0.0,45.0,True,7.75,0.0
0,,S,2.0,Southampton,male,True,man,,,Second,2.0,0.0,,True,0.0,0.0
0,,Q,3.0,Queenstown,male,False,child,7.0,14.0,Third,89.375,4.0,7.0,False,,1.0
1,,S,,Southampton,female,False,woman,35.0,70.0,Third,62.75,1.0,35.0,False,20.25,1.0
0,,Q,3.0,Queenstown,male,True,man,65.0,130.0,Third,25.25,0.0,,True,7.75,
0,,S,3.0,Southampton,male,True,man,28.0,56.0,Third,25.5626,0.0,28.0,True,7.8542,
0,,S,3.0,Southampton,male,True,man,16.0,32.0,Third,30.5,,16.0,True,9.5,0.0
1,,S,3.0,Southampton,male,True,man,29.0,38.0,Third,26.150000000000002,0.0,19.0,True,8.05,0.0
0,A,S,1.0,Southampton,male,True,man,,,First,80.0,0.0,,True,26.0,0.0
0,,C,3.0,Cherbourg,male,True,man,33.0,66.0,Third,27.987499999999997,0.0,33.0,True,8.6625,0.0
1,,S,,Southampton,male,True,man,30.0,60.0,Third,30.5,0.0,30.0,True,9.5,0.0
0,,S,3.0,Southampton,male,True,man,22.0,44.0,Third,25.6874,0.0,22.0,True,7.8958,0.0
1,,S,,Southampton,male,True,man,42.0,84.0,Second,41.0,0.0,42.0,True,,0.0
1,,Q,3.0,Queenstown,female,False,woman,22.0,44.0,Third,25.25,0.0,22.0,True,7.75,0.0
1,,S,1.0,Southampton,female,False,woman,36.0,52.0,First,238.54999999999998,0.0,26.0,True,,0.0
1,B,C,1.0,Cherbourg,female,False,woman,29.0,38.0,First,275.2376,1.0,19.0,False,91.0792,0.0
0,D,C,2.0,Cherbourg,male,True,man,236.0,72.0,Second,40.625,0.0,36.0,True,12.875,0.0
0,,S,3.0,Southampton,female,False,woman,24.0,48.0,Third,28.549999999999997,0.0,24.0,True,8.85,0.0
0,,S,3.0,Southampton,male,True,man,34.0,48.0,Third,25.6874,0.0,24.0,True,7.8958,0.0
0,,C,1.0,Cherbourg,male,True,man,,,First,85.1624,0.0,,True,27.7208,0.0
0,,C,3.0,Cherbourg,male,True,man,23.5,47.0,Third,23.6876,0.0,23.5,True,7.2292,0.0
0,C,S,1.0,Southampton,female,False,child,2.0,4.0,First,456.65000000000003,,2.0,False,151.55,
1,C,S,,Southampton,male,True,man,,,First,93.5,0.0,,True,30.5,0.0
1,B,C,1.0,Cherbourg,female,False,woman,50.0,100.0,First,744.5624,,50.0,False,247.5208,1.0
1,,Q,,Queenstown,female,False,woman,,,Third,25.25,0.0,,True,7.75,0.0
1,,Q,3.0,Queenstown,male,True,man,,,Third,71.75,2.0,,False,23.25,0.0
0,,S,3.0,Southampton,male,True,man,29.0,38.0,Third,2.0,0.0,,True,0.0,0.0
1,E,Q,2.0,Queenstown,female,False,woman,,,Second,39.05,0.0,,True,,0.0
0,,S,3.0,Southampton,male,True,man,,,Third,26.150000000000002,0.0,,True,8.05,0.0
1,C,S,1.0,Southampton,male,False,child,0.92,1.84,First,456.65000000000003,,0.92,False,151.55,
1,,C,1.0,Cherbourg,female,False,woman,,,First,334.6499,0.0,,True,110.8833,0.0
1,C,C,1.0,Cherbourg,female,False,woman,17.0,34.0,First,328.70000000000005,1.0,17.0,False,108.9,0.0
0,,C,2.0,Cherbourg,male,True,man,230.0,60.0,Second,74.0,1.0,30.0,False,,0.0
1,E,C,1.0,Cherbourg,female,False,woman,40.0,60.0,First,172.7876,0.0,30.0,True,56.9292,0.0
1,C,C,1.0,Cherbourg,female,False,woman,24.0,48.0,First,251.4749,0.0,24.0,True,83.1583,0.0
1,B,C,1.0,Cherbourg,female,False,woman,18.0,36.0,First,789.125,2.0,18.0,False,,2.0
0,,S,2.0,Southampton,female,False,woman,26.0,52.0,Second,80.0,1.0,26.0,False,26.0,1.0
0,,S,3.0,Southampton,male,True,man,28.0,56.0,Third,25.6874,0.0,,True,7.8958,0.0
0,,S,2.0,Southampton,male,True,man,53.0,86.0,Second,80.75,1.0,43.0,False,26.25,1.0
1,,S,3.0,Southampton,female,False,woman,36.0,52.0,Third,25.5626,0.0,26.0,True,7.8542,0.0
1,,S,2.0,Southampton,female,False,woman,24.0,48.0,Second,80.0,1.0,24.0,False,26.0,0.0
0,,S,2.0,Southampton,male,True,man,254.0,108.0,Second,44.0,,54.0,True,14.0,0.0
1,C,S,1.0,Southampton,female,False,woman,41.0,62.0,First,496.6001,0.0,31.0,False,164.8667,2.0
1,E,C,1.0,Cherbourg,female,False,woman,240.0,80.0,First,405.5,1.0,40.0,False,134.5,1.0
0,,S,3.0,Southampton,male,True,man,22.0,44.0,Third,23.75,0.0,,True,7.25,0.0
0,,S,3.0,Southampton,male,True,man,27.0,54.0,Third,25.6874,0.0,27.0,True,7.8958,
1,,Q,2.0,Queenstown,female,False,woman,40.0,60.0,Second,39.05,0.0,30.0,True,12.35,0.0
1,,S,2.0,Southampton,female,False,woman,22.0,44.0,Second,89.0,1.0,22.0,False,29.0,1.0
0,,S,3.0,Southampton,male,True,man,,,Third,210.64999999999998,8.0,,False,69.55,2.0
1,C,C,1.0,Cherbourg,female,False,woman,36.0,72.0,First,408.8999,0.0,36.0,True,135.6333,0.0
0,,S,3.0,Southampton,male,True,man,61.0,122.0,Third,20.7125,0.0,61.0,True,6.2375,0.0
1,D,S,2.0,Southampton,female,False,woman,236.0,72.0,Second,41.0,0.0,36.0,True,13.0,0.0
1,,S,3.0,Southampton,female,False,woman,31.0,62.0,Third,63.574999999999996,1.0,31.0,False,20.525,1.0
1,B,C,1.0,Cherbourg,female,False,woman,216.0,32.0,First,175.9376,0.0,16.0,False,57.9792,1.0
1,,Q,3.0,Queenstown,female,False,woman,,,Third,71.75,2.0,,False,23.25,0.0
0,C,S,1.0,Southampton,male,True,man,55.5,91.0,First,87.5,0.0,45.5,True,28.5,0.0
0,C,S,1.0,Southampton,male,True,man,38.0,76.0,First,462.38750000000005,0.0,,False,153.4625,1.0
0,,S,3.0,Southampton,male,True,man,16.0,32.0,Third,56.0,2.0,16.0,False,18.0,0.0
1,,S,1.0,Southampton,female,False,woman,,,First,402.95000000000005,1.0,,False,,0.0
0,,S,3.0,Southampton,male,True,man,,,Third,25.6874,0.0,,True,7.8958,0.0
0,C,S,1.0,Southampton,male,True,man,29.0,58.0,First,201.79999999999998,,29.0,False,66.6,0.0
1,E,C,1.0,Cherbourg,female,False,woman,41.0,82.0,First,405.5,0.0,41.0,True,134.5,0.0
1,,S,3.0,Southampton,male,True,man,245.0,90.0,Third,26.150000000000002,0.0,45.0,True,8.05,0.0
0,,S,1.0,Southampton,male,True,man,45.0,90.0,First,108.5,0.0,45.0,True,,0.0
1,F,S,2.0,Southampton,male,False,child,202.0,4.0,Second,80.0,1.0,2.0,False,26.0,1.0
1,C,S,,Southampton,female,False,woman,224.0,48.0,First,791.0,,24.0,False,263.0,2.0
0,,S,2.0,Southampton,male,True,man,28.0,56.0,Second,41.0,0.0,28.0,True,13.0,0.0
0,,S,2.0,Southampton,male,True,man,25.0,50.0,Second,41.0,0.0,25.0,True,13.0,0.0
0,,S,2.0,Southampton,male,True,man,236.0,72.0,Second,41.0,0.0,36.0,True,13.0,0.0
1,F,S,2.0,Southampton,female,False,woman,24.0,48.0,Second,41.0,0.0,24.0,True,13.0,0.0
1,,S,2.0,Southampton,female,False,woman,240.0,80.0,Second,41.0,0.0,40.0,True,13.0,0.0
1,,S,3.0,Southampton,female,False,woman,,,Third,50.300000000000004,1.0,,False,16.1,0.0
1,,S,3.0,Southampton,male,False,child,203.0,6.0,Third,49.7,1.0,,False,15.9,
0,,S,3.0,Southampton,male,True,man,42.0,84.0,Third,27.987499999999997,0.0,42.0,True,8.6625,0.0
0,,S,3.0,Southampton,male,True,man,23.0,46.0,Third,29.674999999999997,0.0,23.0,True,9.225,0.0
0,C,S,1.0,Southampton,male,True,man,,,First,107.0,0.0,,True,,
0,,C,3.0,Cherbourg,male,False,child,15.0,30.0,Third,23.6876,1.0,15.0,False,,1.0
0,,S,3.0,Southampton,male,True,man,225.0,50.0,Third,55.400000000000006,1.0,25.0,False,,0.0
0,,C,3.0,Cherbourg,male,True,man,,,Third,23.674999999999997,0.0,,True,7.225,0.0
0,,S,3.0,Southampton,male,True,man,28.0,56.0,Third,30.5,0.0,28.0,True,9.5,0.0
1,E,S,1.0,Southampton,female,False,woman,22.0,44.0,First,167.0,0.0,22.0,False,55.0,1.0
0,,S,2.0,Southampton,female,False,woman,38.0,76.0,Second,41.0,,38.0,True,13.0,0.0
1,,Q,3.0,Queenstown,female,False,woman,,,Third,25.6376,0.0,,True,7.8792,0.0
1,,Q,3.0,Queenstown,female,False,woman,,,Third,25.6376,0.0,,True,7.8792,0.0
0,,S,3.0,Southampton,male,True,man,240.0,80.0,Third,85.69999999999999,1.0,40.0,False,27.9,4.0
0,,C,2.0,Cherbourg,male,True,man,29.0,58.0,Second,85.1624,1.0,29.0,False,27.7208,0.0
0,,C,3.0,Cherbourg,female,False,woman,55.0,90.0,Third,45.3626,0.0,45.0,False,14.4542,1.0
0,,S,,Southampton,male,True,man,35.0,70.0,Third,23.15,,35.0,True,,
0,,Q,3.0,Queenstown,male,True,man,,,Third,48.5,1.0,,False,15.5,0.0
0,,S,3.0,Southampton,male,True,man,230.0,60.0,Third,23.75,0.0,30.0,True,7.25,0.0
1,D,C,1.0,Cherbourg,female,False,woman,60.0,120.0,First,227.75,1.0,60.0,False,75.25,0.0
1,,C,3.0,Cherbourg,female,False,woman,,,Third,23.6876,0.0,,True,7.2292,0.0
1,,Q,3.0,Queenstown,female,False,woman,,,Third,25.25,0.0,,True,7.75,0.0
1,B,C,1.0,Cherbourg,female,False,woman,24.0,48.0,First,209.89999999999998,0.0,24.0,True,69.3,0.0
1,E,C,1.0,Cherbourg,male,True,man,25.0,50.0,First,168.3251,1.0,,False,55.4417,0.0
0,,S,3.0,Southampton,male,True,man,18.0,36.0,Third,21.4874,1.0,18.0,False,6.4958,0.0
0,,S,3.0,Southampton,male,True,man,29.0,38.0,Third,26.150000000000002,,19.0,True,8.05,0.0
0,,C,1.0,Cherbourg,male,True,man,22.0,44.0,First,408.8999,0.0,22.0,True,135.6333,0.0
0,,S,3.0,Southampton,female,False,child,3.0,6.0,Third,65.225,,3.0,False,21.075,1.0
1,,C,1.0,Cherbourg,female,False,woman,,,First,248.5124,1.0,,False,82.1708,0.0
1,,S,3.0,Southampton,female,False,woman,22.0,44.0,Third,23.75,0.0,22.0,True,7.25,0.0
0,C,C,,Cherbourg,male,True,man,27.0,54.0,First,636.5,0.0,27.0,False,211.5,2.0
0,,C,3.0,Cherbourg,male,True,man,220.0,40.0,Third,14.037500000000001,0.0,20.0,True,4.0125,0.0
0,,S,3.0,Southampton,male,True,man,29.0,38.0,Third,25.325000000000003,0.0,19.0,True,7.775,0.0
1,,C,1.0,Cherbourg,female,False,woman,242.0,84.0,First,684.575,0.0,42.0,True,227.525,0.0
1,,C,3.0,Cherbourg,female,False,child,1.0,2.0,Third,49.2251,0.0,1.0,False,15.7417,2.0
0,,S,3.0,Southampton,male,True,man,232.0,64.0,Third,25.775,0.0,32.0,True,7.925,
1,,S,1.0,Southampton,female,False,woman,35.0,70.0,First,158.0,1.0,35.0,False,52.0,0.0
0,,S,,Southampton,male,True,man,,,Third,25.6874,0.0,,True,7.8958,0.0
0,,S,2.0,Southampton,male,True,man,18.0,36.0,Second,222.5,,18.0,True,73.5,0.0
0,,S,3.0,Southampton,male,False,child,1.0,2.0,Third,142.7,5.0,1.0,False,46.9,2.0
1,,S,2.0,Southampton,female,False,woman,46.0,72.0,Second,41.0,0.0,36.0,True,13.0,0.0
0,,Q,3.0,Queenstown,male,True,man,,,Third,25.1876,0.0,,True,7.7292,0.0
1,,C,2.0,Cherbourg,female,False,woman,217.0,34.0,Second,38.0,0.0,17.0,True,12.0,0.0
1,B,S,1.0,Southampton,male,True,man,36.0,72.0,First,362.0,1.0,36.0,False,120.0,2.0
1,,S,3.0,Southampton,male,True,man,21.0,42.0,Third,25.3874,0.0,,True,,0.0
0,,S,3.0,Southampton,male,True,man,28.0,56.0,Third,25.775,2.0,28.0,False,,0.0
1,D,C,1.0,Cherbourg,female,False,woman,33.0,46.0,First,341.82500000000005,1.0,23.0,False,113.275,0.0
1,G,S,3.0,Southampton,female,False,woman,24.0,48.0,Third,52.099999999999994,0.0,24.0,False,16.7,2.0
0,,S,3.0,Southampton,male,True,man,22.0,44.0,Third,25.3874,0.0,22.0,True,7.7958,0.0
0,,S,3.0,Southampton,female,False,woman,231.0,62.0,Third,25.5626,0.0,31.0,True,7.8542,0.0
0,,S,2.0,Southampton,male,True,man,46.0,92.0,Second,80.0,0.0,46.0,True,26.0,0.0
0,,S,2.0,Southampton,male,True,man,23.0,46.0,Second,33.5,0.0,23.0,True,10.5,0.0
1,,S,2.0,Southampton,female,False,woman,28.0,56.0,Second,39.95,0.0,28.0,True,12.65,
1,,S,3.0,Southampton,male,True,man,39.0,78.0,Third,25.775,0.0,39.0,True,7.925,0.0
0,,S,3.0,Southampton,male,True,man,26.0,52.0,Third,26.150000000000002,0.0,26.0,True,8.05,0.0
0,,S,3.0,Southampton,female,False,woman,21.0,42.0,Third,31.474999999999998,1.0,21.0,False,9.825,0.0
0,,S,3.0,Southampton,male,True,man,28.0,56.0,Third,49.55,1.0,28.0,False,15.85,0.0
0,,S,3.0,Southampton,female,False,woman,30.0,40.0,Third,27.987499999999997,0.0,20.0,True,8.6625,0.0
0,,S,2.0,Southampton,male,True,man,234.0,68.0,Second,65.0,1.0,34.0,False,21.0,0.0
0,,S,3.0,Southampton,male,True,man,51.0,102.0,Third,25.25,0.0,51.0,True,,0.0
1,,S,2.0,Southampton,male,False,child,3.0,6.0,Second,58.25,1.0,3.0,False,18.75,1.0
0,,S,3.0,Southampton,male,True,man,21.0,42.0,Third,25.325000000000003,0.0,21.0,True,7.775,0.0
0,,S,3.0,Southampton,female,False,woman,,,Third,78.4001,3.0,,False,25.4667,1.0
0,,S,3.0,Southampton,male,True,man,,,Third,25.6874,0.0,,True,7.8958,0.0
0,,Q,3.0,Queenstown,male,True,man,,,Third,22.5749,0.0,,True,6.8583,0.0
1,C,Q,,Queenstown,female,False,woman,33.0,66.0,First,272.0,1.0,33.0,False,90.0,
0,,S,,Southampton,male,True,man,,,Second,2.0,0.0,,True,0.0,0.0
1,,S,3.0,Southampton,male,True,man,44.0,88.0,Third,25.775,0.0,44.0,True,7.925,0.0
0,,S,3.0,Southampton,female,False,woman,,,Third,26.150000000000002,0.0,,True,8.05,0.0
1,,S,2.0,Southampton,female,False,woman,44.0,68.0,Second,99.5,1.0,34.0,False,32.5,1.0
1,,S,2.0,Southampton,female,False,woman,28.0,36.0,Second,41.0,0.0,18.0,False,13.0,2.0
0,,S,2.0,Southampton,male,True,man,30.0,60.0,Second,41.0,0.0,30.0,True,13.0,0.0
0,,S,3.0,Southampton,female,False,child,10.0,20.0,Third,74.44999999999999,0.0,10.0,False,24.15,2.0
0,,C,3.0,Cherbourg,male,True,man,,,Third,25.6874,0.0,,True,7.8958,
0,,Q,3.0,Queenstown,male,True,man,21.0,42.0,Third,25.1999,,21.0,True,7.7333,0.0
0,,S,3.0,Southampton,male,True,man,29.0,58.0,Third,25.625,0.0,29.0,True,7.875,0.0
0,,S,3.0,Southampton,female,False,woman,228.0,56.0,Third,45.2,,28.0,False,14.4,1.0
0,,S,3.0,Southampton,male,True,man,18.0,36.0,Third,62.637499999999996,1.0,,False,20.2125,1.0
0,,S,3.0,Southampton,male,True,man,,,Third,23.75,0.0,,True,7.25,0.0
1,,S,2.0,Southampton,female,False,woman,228.0,56.0,Second,80.0,1.0,28.0,False,26.0,0.0
1,,S,2.0,Southampton,female,False,woman,19.0,38.0,Second,80.0,0.0,19.0,True,26.0,0.0
0,,Q,3.0,Queenstown,male,True,man,,,Third,25.25,,,True,7.75,
1,E,S,3.0,Southampton,male,True,man,42.0,64.0,Third,26.150000000000002,0.0,32.0,True,,0.0
1,C,S,1.0,Southampton,male,True,man,28.0,56.0,First,81.65,0.0,,True,26.55,0.0
1,,S,3.0,Southampton,female,False,woman,,,Third,50.300000000000004,1.0,,False,16.1,0.0
1,,S,2.0,Southampton,female,False,woman,42.0,84.0,Second,80.0,1.0,42.0,False,26.0,0.0
0,,S,3.0,Southampton,male,True,man,17.0,34.0,Third,23.375,0.0,17.0,True,7.125,0.0
0,E,S,1.0,Southampton,male,True,man,50.0,100.0,First,169.7,1.0,50.0,False,55.9,0.0
1,B,S,1.0,Southampton,female,False,child,24.0,28.0,First,362.0,1.0,14.0,False,120.0,2.0
0,,S,3.0,Southampton,female,False,woman,21.0,42.0,Third,105.125,2.0,21.0,False,34.375,2.0
1,,S,2.0,Southampton,female,False,woman,224.0,48.0,Second,58.25,2.0,24.0,False,18.75,3.0
0,C,S,1.0,Southampton,male,True,man,74.0,128.0,First,791.0,1.0,64.0,False,263.0,4.0
0,,S,2.0,Southampton,male,True,man,31.0,62.0,Second,33.5,0.0,31.0,True,10.5,0.0
1,,S,2.0,Southampton,female,False,woman,45.0,90.0,Second,80.75,1.0,45.0,False,26.25,1.0
0,,S,3.0,Southampton,male,True,man,20.0,40.0,Third,30.5,0.0,20.0,True,9.5,
0,,S,3.0,Southampton,male,True,man,25.0,50.0,Third,25.325000000000003,1.0,25.0,False,7.775,0.0
1,,S,2.0,Southampton,female,False,woman,28.0,56.0,Second,41.0,0.0,28.0,True,13.0,0.0
1,,S,3.0,Southampton,male,True,man,,,Third,26.337500000000002,0.0,,True,8.1125,0.0
1,A,S,1.0,Southampton,male,False,child,204.0,8.0,First,247.5749,0.0,4.0,False,81.8583,2.0
1,,S,2.0,Southampton,female,False,child,13.0,26.0,Second,60.5,0.0,13.0,False,19.5,1.0
1,,S,1.0,Southampton,male,True,man,234.0,68.0,First,81.65,0.0,,True,26.55,0.0
1,,C,3.0,Cherbourg,female,False,child,205.0,10.0,Third,59.774899999999995,2.0,5.0,False,19.2583,1.0
1,C,S,1.0,Southampton,male,True,man,62.0,104.0,First,93.5,0.0,52.0,True,30.5,0.0
0,,S,2.0,Southampton,male,True,man,36.0,72.0,Second,85.25,1.0,,False,27.75,
0,,S,3.0,Southampton,male,True,man,,,Third,61.900099999999995,1.0,,False,19.9667,0.0
0,C,C,1.0,Cherbourg,male,True,man,30.0,60.0,First,85.25,0.0,,True,27.75,0.0
1,C,C,,Cherbourg,male,True,man,59.0,98.0,First,269.31260000000003,1.0,49.0,False,89.1042,0.0
0,,S,3.0,Southampton,male,True,man,,,Third,26.150000000000002,0.0,,True,8.05,
1,,C,3.0,Cherbourg,male,True,man,29.0,58.0,Third,25.6874,0.0,29.0,True,7.8958,0.0
0,E,S,1.0,Southampton,male,True,man,65.0,130.0,First,81.65,0.0,65.0,True,26.55,0.0
1,D,S,1.0,Southampton,female,False,woman,,,First,157.58749999999998,1.0,,False,,0.0
1,,S,,Southampton,female,False,woman,50.0,100.0,Second,33.5,,50.0,True,10.5,
0,,Q,3.0,Queenstown,male,True,man,,,Third,25.25,,,True,7.75,0.0
1,E,S,,Southampton,male,True,man,48.0,96.0,First,81.65,,,True,26.55,0.0
