survived,deck,embarked,pclass,embark_town,sex,adult_male,who,wspd,lfwa,class,tprc,sibsp,age,alone,fare,parch
0,,S,3.0,Southampton,male,True,man,234.0,68.0,Third,26.150000000000002,,34.0,True,8.05,0.0
0,E,S,1.0,Southampton,male,True,man,247.0,94.0,First,117.5,0.0,47.0,True,,0.0
0,,S,2.0,Southampton,male,True,man,48.0,96.0,Second,41.0,0.0,48.0,True,13.0,0.0
0,,S,3.0,Southampton,male,True,man,,,Third,26.150000000000002,0.0,,True,8.05,0.0
0,,S,3.0,Southampton,male,True,man,38.0,76.0,Third,23.15,,38.0,True,7.05,0.0
0,,S,2.0,Southampton,male,True,man,,,Second,2.0,0.0,,True,0.0,0.0
0,,S,1.0,Southampton,male,True,man,256.0,112.0,First,81.65,0.0,56.0,True,26.55,0.0
0,,Q,,Queenstown,male,True,man,,,Third,25.174999999999997,0.0,,True,7.725,0.0
1,,C,3.0,Cherbourg,female,False,child,10.75,1.5,Third,59.774899999999995,2.0,0.75,False,19.2583,1.0
0,,S,3.0,Southampton,male,True,man,,,Third,23.75,0.0,,True,7.25,0.0
0,,S,3.0,Southampton,male,True,man,48.0,76.0,Third,27.987499999999997,0.0,38.0,True,8.6625,0.0
1,,S,2.0,Southampton,female,False,woman,33.0,66.0,Second,85.25,1.0,,False,27.75,2.0
1,D,C,2.0,Cherbourg,female,False,woman,23.0,46.0,Second,43.3751,0.0,23.0,True,13.7917,0.0
0,,S,,Southampton,female,False,woman,22.0,44.0,Third,31.512500000000003,0.0,22.0,True,9.8375,0.0
0,A,S,1.0,Southampton,male,True,man,,,First,158.0,0.0,,True,52.0,0.0
0,,S,2.0,Southampton,male,True,man,34.0,68.0,Second,65.0,1.0,34.0,False,,0.0
0,,S,3.0,Southampton,male,True,man,29.0,58.0,Third,23.1374,1.0,29.0,False,7.0458,0.0
0,,S,3.0,Southampton,male,True,man,22.0,44.0,Third,24.5624,0.0,22.0,True,7.5208,
1,,S,,Southampton,female,False,child,2.0,4.0,Third,38.8625,0.0,2.0,False,12.2875,1.0
0,,S,3.0,Southampton,male,False,child,9.0,18.0,Third,142.7,5.0,9.0,False,46.9,2.0
0,,S,2.0,Southampton,male,True,man,,,Second,2.0,0.0,,True,0.0,0.0
0,,S,3.0,Southampton,male,True,man,50.0,100.0,Third,26.150000000000002,0.0,50.0,True,8.05,0.0
1,,S,3.0,Southampton,female,False,woman,263.0,126.0,Third,30.762500000000003,0.0,63.0,True,,0.0
1,B,C,1.0,Cherbourg,male,True,man,25.0,50.0,First,275.2376,,25.0,False,91.0792,0.0
0,,S,,Southampton,female,False,woman,,,Third,78.4001,3.0,,False,25.4667,1.0
1,C,S,1.0,Southampton,female,False,woman,235.0,70.0,First,272.0,1.0,35.0,False,90.0,0.0
0,B,C,1.0,Cherbourg,male,True,man,58.0,116.0,First,91.1,0.0,58.0,True,,0.0
0,,S,3.0,Southampton,male,True,man,30.0,60.0,Third,26.150000000000002,0.0,30.0,True,8.05,0.0
1,,S,,Southampton,male,False,child,19.0,18.0,Third,49.7,1.0,9.0,False,15.9,1.0
0,,S,3.0,Southampton,male,True,man,,,Third,61.900099999999995,1.0,,False,19.9667,0.0
0,,S,3.0,Southampton,male,True,man,31.0,42.0,Third,23.75,0.0,21.0,True,7.25,0.0
0,C,S,1.0,Southampton,male,True,man,65.0,110.0,First,93.5,0.0,55.0,True,30.5,0.0
0,,C,1.0,Cherbourg,male,True,man,81.0,142.0,First,150.5126,0.0,71.0,True,49.5042,
0,,S,3.0,Southampton,male,True,man,31.0,42.0,Third,26.150000000000002,0.0,21.0,True,8.05,0.0
0,,C,3.0,Cherbourg,male,True,man,,,Third,45.3749,0.0,,True,14.4583,0.0
1,D,C,1.0,Cherbourg,female,False,woman,54.0,108.0,First,236.8001,1.0,54.0,False,78.2667,0.0
0,,S,3.0,Southampton,male,True,man,,,Third,47.3,0.0,,True,15.1,0.0
0,C,S,1.0,Southampton,female,False,woman,35.0,50.0,First,456.65000000000003,1.0,25.0,False,151.55,2.0
0,,S,3.0,Southampton,male,True,man,34.0,48.0,Third,25.3874,0.0,24.0,True,7.7958,0.0
0,,S,3.0,Southampton,male,True,man,17.0,34.0,Third,27.987499999999997,0.0,17.0,True,8.6625,0.0
0,,Q,3.0,Queenstown,female,False,woman,221.0,42.0,Third,25.25,0.0,21.0,True,7.75,0.0
0,,Q,3.0,Queenstown,female,False,woman,,,Third,24.8876,0.0,,True,7.6292,0.0
0,,S,3.0,Southampton,female,False,woman,47.0,74.0,Third,30.762500000000003,,37.0,True,,0.0
1,B,S,1.0,Southampton,female,False,woman,16.0,32.0,First,261.5,0.0,,True,86.5,0.0
0,C,C,1.0,Cherbourg,male,True,man,18.0,36.0,First,328.70000000000005,1.0,18.0,False,108.9,0.0
1,,S,2.0,Southampton,female,False,woman,43.0,66.0,Second,80.0,0.0,33.0,False,26.0,2.0
1,,S,1.0,Southampton,male,True,man,,,First,81.65,0.0,,True,26.55,0.0
0,,S,3.0,Southampton,male,True,man,228.0,56.0,Third,69.57499999999999,0.0,28.0,True,22.525,0.0
1,,S,3.0,Southampton,male,True,man,26.0,52.0,Third,171.4874,0.0,,True,,0.0
1,,Q,3.0,Queenstown,male,True,man,29.0,58.0,Third,25.25,,29.0,True,7.75,0.0
0,,S,3.0,Southampton,male,True,man,,,Third,26.150000000000002,0.0,,True,8.05,0.0
1,E,S,,Southampton,male,True,man,36.0,72.0,First,80.86250000000001,0.0,36.0,True,26.2875,0.0
1,,C,1.0,Cherbourg,female,False,woman,54.0,108.0,First,180.2,1.0,54.0,False,59.4,0.0
0,,S,3.0,Southampton,male,True,man,24.0,48.0,Third,24.4874,0.0,24.0,True,7.4958,0.0
0,D,S,1.0,Southampton,male,True,man,57.0,94.0,First,104.0624,0.0,47.0,True,34.0208,0.0
1,F,S,2.0,Southampton,female,False,woman,34.0,68.0,Second,33.5,0.0,34.0,True,10.5,0.0
0,,Q,3.0,Queenstown,male,True,man,,,Third,74.44999999999999,0.0,,True,24.15,
1,,S,2.0,Southampton,female,False,woman,36.0,72.0,Second,80.0,1.0,36.0,False,26.0,
0,,S,3.0,Southampton,male,True,man,32.0,64.0,Third,25.6874,,32.0,True,7.8958,0.0
1,B,S,1.0,Southampton,female,False,woman,30.0,60.0,First,282.5,,30.0,True,93.5,0.0
0,,S,3.0,Southampton,male,True,man,22.0,44.0,Third,25.6874,0.0,22.0,True,7.8958,0.0
0,,C,3.0,Cherbourg,male,True,man,,,Third,23.674999999999997,0.0,,True,7.225,0.0
1,B,C,1.0,Cherbourg,female,False,woman,54.0,88.0,First,175.9376,0.0,44.0,False,57.9792,1.0
0,,C,3.0,Cherbourg,male,True,man,,,Third,23.6876,0.0,,True,7.2292,0.0
0,,Q,3.0,Queenstown,male,True,man,240.5,81.0,Third,25.25,0.0,40.5,True,7.75,0.0
1,,S,2.0,Southampton,female,False,woman,50.0,100.0,Second,33.5,0.0,50.0,True,10.5,0.0
0,C,S,1.0,Southampton,male,True,man,,,First,667.3376000000001,0.0,,True,221.7792,
0,,S,,Southampton,male,True,man,49.0,78.0,Third,25.775,0.0,39.0,True,7.925,0.0
0,,S,2.0,Southampton,male,True,man,33.0,46.0,Second,36.5,2.0,23.0,False,11.5,1.0
1,,S,2.0,Southampton,female,False,child,202.0,4.0,Second,80.0,1.0,2.0,False,26.0,1.0
0,,C,3.0,Cherbourg,male,True,man,,,Third,23.6876,0.0,,True,7.2292,0.0
0,,C,3.0,Cherbourg,male,True,man,17.0,34.0,Third,23.6876,1.0,17.0,False,7.2292,1.0
1,,C,3.0,Cherbourg,female,False,woman,,,Third,69.0749,,,False,22.3583,2.0
0,,S,3.0,Southampton,female,False,woman,230.0,60.0,Third,27.987499999999997,0.0,30.0,True,8.6625,0.0
1,,S,2.0,Southampton,female,False,child,207.0,14.0,Second,80.75,0.0,,False,26.25,2.0
0,B,S,1.0,Southampton,male,True,man,45.0,90.0,First,81.65,0.0,,True,26.55,0.0
1,,C,,Cherbourg,female,False,woman,30.0,60.0,First,321.275,0.0,30.0,True,106.425,0.0
0,,S,3.0,Southampton,male,True,man,,,Third,45.5,0.0,,True,14.5,0.0
1,B,C,1.0,Cherbourg,female,False,woman,22.0,44.0,First,150.5,0.0,22.0,False,49.5,2.0
1,B,S,,Southampton,female,False,woman,36.0,72.0,First,215.0,,36.0,False,71.0,2.0
0,,S,3.0,Southampton,female,False,child,9.0,18.0,Third,95.82499999999999,4.0,9.0,False,,2.0
0,,S,3.0,Southampton,female,False,child,11.0,22.0,Third,95.82499999999999,4.0,11.0,False,31.275,
1,,S,,Southampton,male,True,man,32.0,64.0,Second,80.0,1.0,,False,26.0,0.0
0,C,C,1.0,Cherbourg,male,True,man,250.0,100.0,First,321.275,1.0,50.0,False,106.425,0.0
0,,S,1.0,Southampton,male,True,man,64.0,128.0,First,80.0,0.0,64.0,True,26.0,0.0
1,,S,2.0,Southampton,female,False,woman,19.0,38.0,Second,80.0,1.0,,False,26.0,0.0
1,,C,2.0,Cherbourg,male,True,man,,,Second,43.587500000000006,0.0,,True,13.8625,
0,,S,3.0,Southampton,male,True,man,33.0,66.0,Third,63.574999999999996,,33.0,False,20.525,
1,,S,2.0,Southampton,male,False,child,18.0,16.0,Second,112.25,1.0,8.0,False,,1.0
1,C,C,1.0,Cherbourg,male,True,man,17.0,34.0,First,334.6499,0.0,17.0,False,110.8833,2.0
0,,S,2.0,Southampton,male,True,man,27.0,54.0,Second,80.0,0.0,27.0,True,26.0,0.0
0,,Q,3.0,Queenstown,male,True,man,,,Third,25.4876,0.0,,True,7.8292,
1,,C,3.0,Cherbourg,male,True,man,222.0,44.0,Third,23.674999999999997,0.0,22.0,True,7.225,0.0
1,,S,,Southampton,female,False,woman,22.0,44.0,Third,25.325000000000003,,22.0,True,7.775,0.0
0,,S,1.0,Southampton,male,True,man,62.0,124.0,First,81.65,0.0,62.0,True,26.55,0.0
1,A,C,1.0,Cherbourg,female,False,woman,48.0,96.0,First,120.80000000000001,1.0,48.0,False,,0.0
0,,C,1.0,Cherbourg,male,True,man,,,First,684.575,,,True,227.525,0.0
1,E,S,1.0,Southampton,female,False,woman,39.0,78.0,First,240.95000000000002,1.0,39.0,False,79.65,1.0
1,,S,3.0,Southampton,female,False,woman,36.0,72.0,Third,54.199999999999996,1.0,36.0,False,17.4,0.0
0,,Q,,Queenstown,male,True,man,,,Third,25.25,0.0,,True,7.75,0.0
0,,S,3.0,Southampton,male,True,man,40.0,80.0,Third,25.6874,0.0,40.0,True,7.8958,0.0
0,,S,2.0,Southampton,male,True,man,38.0,56.0,Second,42.5,0.0,28.0,True,13.5,0.0
0,,S,3.0,Southampton,male,True,man,,,Third,26.150000000000002,0.0,,True,8.05,
0,,S,3.0,Southampton,female,False,woman,,,Third,26.150000000000002,0.0,,True,8.05,0.0
0,,S,3.0,Southampton,male,True,man,24.0,48.0,Third,74.44999999999999,2.0,24.0,False,24.15,0.0
0,,S,3.0,Southampton,male,True,man,219.0,38.0,Third,25.6874,0.0,19.0,True,7.8958,0.0
0,,S,,Southampton,female,False,woman,29.0,58.0,Third,65.225,0.0,29.0,False,21.075,4.0
0,,C,3.0,Cherbourg,male,True,man,,,Third,23.6876,0.0,,True,7.2292,0.0
1,,S,3.0,Southampton,male,True,man,232.0,64.0,Third,25.5626,0.0,32.0,True,,0.0
1,,S,2.0,Southampton,male,True,man,62.0,124.0,Second,33.5,0.0,62.0,True,,0.0
1,C,S,1.0,Southampton,female,False,woman,53.0,106.0,First,156.4376,2.0,53.0,False,51.4792,0.0
1,E,S,1.0,Southampton,male,True,man,36.0,72.0,First,81.1625,0.0,36.0,True,26.3875,0.0
1,,Q,3.0,Queenstown,female,False,woman,,,Third,25.25,0.0,,True,7.75,0.0
0,,S,3.0,Southampton,male,True,man,16.0,32.0,Third,26.150000000000002,0.0,16.0,True,8.05,0.0
0,,S,3.0,Southampton,male,True,man,219.0,38.0,Third,45.5,,19.0,True,14.5,0.0
1,,S,2.0,Southampton,female,False,woman,234.0,68.0,Second,41.0,0.0,34.0,True,13.0,0.0
1,E,S,1.0,Southampton,female,False,woman,39.0,78.0,First,169.7,1.0,39.0,False,55.9,0.0
0,,C,3.0,Cherbourg,female,False,woman,,,Third,45.3749,1.0,,False,14.4583,0.0
1,,S,3.0,Southampton,male,True,man,32.0,64.0,Third,25.775,0.0,32.0,True,7.925,0.0
1,,S,2.0,Southampton,female,False,woman,25.0,50.0,Second,92.0,1.0,25.0,False,30.0,1.0
1,C,C,,Cherbourg,female,False,woman,49.0,78.0,First,334.6499,1.0,39.0,False,110.8833,1.0
0,,S,2.0,Southampton,male,True,man,54.0,108.0,Second,80.0,0.0,54.0,True,26.0,0.0
0,A,C,1.0,Cherbourg,male,True,man,36.0,72.0,First,122.375,0.0,36.0,True,40.125,0.0
0,,C,3.0,Cherbourg,male,True,man,,,Third,28.137500000000003,0.0,,True,8.7125,0.0
1,E,S,1.0,Southampton,female,False,woman,18.0,36.0,First,240.95000000000002,0.0,18.0,False,79.65,
0,,S,2.0,Southampton,male,True,man,47.0,94.0,Second,47.0,0.0,,True,15.0,0.0
1,B,C,1.0,Cherbourg,male,True,man,60.0,120.0,First,239.60000000000002,1.0,60.0,False,79.2,
0,,S,3.0,Southampton,male,True,man,222.0,44.0,Third,26.150000000000002,0.0,22.0,True,8.05,0.0
0,,S,3.0,Southampton,male,True,man,,,Third,26.150000000000002,0.0,,True,8.05,0.0
0,,S,3.0,Southampton,male,True,man,35.0,70.0,Third,23.375,0.0,,True,7.125,0.0
1,D,C,1.0,Cherbourg,female,False,woman,52.0,104.0,First,236.8001,1.0,52.0,False,78.2667,0.0
0,,S,3.0,Southampton,male,True,man,57.0,94.0,Third,23.75,0.0,47.0,True,,0.0
0,,Q,3.0,Queenstown,female,False,woman,,,Third,25.25,0.0,,False,7.75,2.0
0,,S,2.0,Southampton,male,True,man,37.0,74.0,Second,80.0,1.0,37.0,False,,0.0
0,,S,3.0,Southampton,male,True,man,36.0,72.0,Third,74.44999999999999,1.0,36.0,False,24.15,1.0
1,,S,2.0,Southampton,female,False,woman,,,Second,101.0,0.0,,True,33.0,0.0
0,,S,3.0,Southampton,male,True,man,249.0,98.0,Third,2.0,0.0,,True,,0.0
0,,C,3.0,Cherbourg,male,True,man,,,Third,23.674999999999997,0.0,,True,7.225,0.0
1,A,C,1.0,Cherbourg,male,True,man,249.0,98.0,First,172.7876,1.0,49.0,False,56.9292,0.0
1,,S,2.0,Southampton,female,False,woman,24.0,48.0,Second,83.0,2.0,24.0,False,27.0,1.0
0,,S,3.0,Southampton,male,True,man,,,Third,25.6874,0.0,,True,7.8958,0.0
0,,S,1.0,Southampton,male,True,man,,,First,129.2,0.0,,True,42.4,0.0
0,,S,3.0,Southampton,male,True,man,44.0,88.0,Third,26.150000000000002,0.0,,True,8.05,0.0
1,,C,1.0,Cherbourg,male,True,man,35.0,70.0,First,81.65,0.0,,True,26.55,0.0
0,,S,3.0,Southampton,male,True,man,36.0,72.0,Third,48.650000000000006,1.0,36.0,False,15.55,0.0
0,,S,3.0,Southampton,male,True,man,30.0,60.0,Third,25.6874,0.0,30.0,True,7.8958,0.0
1,,S,1.0,Southampton,male,True,man,27.0,54.0,First,93.5,,27.0,True,30.5,0.0
1,,C,2.0,Cherbourg,female,False,woman,222.0,44.0,Second,126.7376,1.0,22.0,False,41.5792,2.0
1,C,S,1.0,Southampton,female,False,woman,40.0,80.0,First,462.38750000000005,0.0,40.0,True,153.4625,0.0
0,,S,3.0,Southampton,female,False,woman,49.0,78.0,Third,95.82499999999999,1.0,39.0,False,31.275,5.0
0,,S,3.0,Southampton,male,True,man,,,Third,23.15,0.0,,True,7.05,
1,,Q,3.0,Queenstown,female,False,woman,,,Third,48.5,1.0,,False,15.5,0.0
0,,Q,3.0,Queenstown,male,True,man,,,Third,25.25,0.0,,True,7.75,
0,,S,3.0,Southampton,male,True,man,45.0,70.0,Third,26.150000000000002,0.0,35.0,True,8.05,0.0
1,,S,2.0,Southampton,female,False,woman,24.0,48.0,Second,197.0,1.0,24.0,False,65.0,2.0
0,,S,3.0,Southampton,male,True,man,234.0,68.0,Third,45.2,,34.0,False,,1.0
0,,S,,Southampton,female,False,woman,26.0,52.0,Third,50.300000000000004,1.0,26.0,False,16.1,
1,F,S,2.0,Southampton,female,False,child,4.0,8.0,Second,119.0,2.0,4.0,False,,1.0
0,,S,2.0,Southampton,male,True,man,36.0,52.0,Second,33.5,0.0,26.0,True,10.5,0.0
0,,C,3.0,Cherbourg,male,True,man,27.0,54.0,Third,45.3626,1.0,27.0,False,14.4542,0.0
1,D,S,1.0,Southampton,male,True,man,42.0,84.0,First,159.6626,1.0,42.0,False,52.5542,0.0
1,,C,3.0,Cherbourg,male,True,man,220.0,40.0,Third,49.2251,1.0,20.0,False,15.7417,1.0
0,,S,3.0,Southampton,male,True,man,31.0,42.0,Third,25.5626,0.0,21.0,True,7.8542,0.0
0,,S,,Southampton,male,True,man,31.0,42.0,Third,50.300000000000004,0.0,21.0,True,16.1,0.0
0,D,S,1.0,Southampton,male,True,man,61.0,122.0,First,98.9624,0.0,61.0,True,,
0,,Q,2.0,Queenstown,male,True,man,57.0,114.0,Second,39.05,0.0,57.0,True,12.35,0.0
1,D,S,1.0,Southampton,female,False,woman,221.0,42.0,First,235.87489999999997,0.0,21.0,True,77.9583,
0,,S,3.0,Southampton,male,True,man,226.0,52.0,Third,25.6874,0.0,26.0,True,7.8958,
0,,Q,3.0,Queenstown,male,True,man,,,Third,25.1999,0.0,,True,,0.0
1,A,S,1.0,Southampton,male,True,man,80.0,160.0,First,92.0,0.0,,True,30.0,0.0
0,,S,3.0,Southampton,male,True,man,61.0,102.0,Third,23.162599999999998,0.0,51.0,True,7.0542,0.0
1,B,C,1.0,Cherbourg,male,True,man,32.0,64.0,First,93.5,0.0,32.0,True,30.5,0.0
0,,S,1.0,Southampton,male,True,man,,,First,2.0,0.0,,True,,0.0
0,,S,3.0,Southampton,female,False,child,9.0,18.0,Third,85.69999999999999,3.0,9.0,False,,
1,,S,2.0,Southampton,female,False,woman,228.0,56.0,Second,41.0,0.0,28.0,True,13.0,0.0
0,,S,3.0,Southampton,male,True,man,232.0,64.0,Third,25.775,0.0,32.0,True,7.925,0.0
0,,S,2.0,Southampton,male,True,man,41.0,62.0,Second,80.75,1.0,31.0,False,26.25,1.0
0,,S,,Southampton,female,False,woman,41.0,82.0,Third,121.0625,0.0,41.0,False,39.6875,5.0
0,,S,3.0,Southampton,male,True,man,,,Third,50.300000000000004,1.0,,False,16.1,
0,,S,3.0,Southampton,male,True,man,20.0,40.0,Third,25.5626,0.0,20.0,True,7.8542,0.0
1,B,C,1.0,Cherbourg,female,False,woman,24.0,48.0,First,209.89999999999998,0.0,24.0,True,69.3,0.0
0,,S,3.0,Southampton,female,False,child,2.0,4.0,Third,85.69999999999999,3.0,2.0,False,,2.0
1,,S,3.0,Southampton,male,True,man,,,Third,171.4874,0.0,,True,56.4958,0.0
1,,C,3.0,Cherbourg,female,False,child,0.75,1.5,Third,59.774899999999995,2.0,0.75,False,19.2583,1.0
1,D,C,1.0,Cherbourg,male,True,man,248.0,96.0,First,232.18760000000003,1.0,48.0,False,76.7292,0.0
0,,S,3.0,Southampton,male,True,man,19.0,38.0,Third,25.6874,0.0,19.0,True,7.8958,0.0
1,A,C,1.0,Cherbourg,male,True,man,56.0,112.0,First,108.5,0.0,56.0,True,35.5,0.0
0,,S,3.0,Southampton,male,True,man,,,Third,24.65,0.0,,True,7.55,0.0
1,,S,3.0,Southampton,female,False,woman,23.0,46.0,Third,24.65,0.0,23.0,True,7.55,0.0
0,,S,3.0,Southampton,male,True,man,,,Third,25.6874,,,True,7.8958,0.0
1,,S,2.0,Southampton,female,False,woman,218.0,36.0,Second,71.0,0.0,18.0,False,23.0,1.0
0,,S,3.0,Southampton,male,True,man,221.0,42.0,Third,27.299899999999997,0.0,21.0,True,8.4333,0.0
1,,Q,3.0,Queenstown,female,False,woman,,,Third,25.4876,0.0,,True,7.8292,0.0
0,,Q,3.0,Queenstown,female,False,woman,18.0,36.0,Third,22.25,0.0,,True,6.75,
0,,S,2.0,Southampton,male,True,man,224.0,48.0,Second,222.5,2.0,24.0,False,73.5,0.0
0,,S,3.0,Southampton,male,True,man,,,Third,25.6874,,,True,7.8958,0.0
0,,Q,3.0,Queenstown,female,False,woman,232.0,64.0,Third,48.5,1.0,32.0,False,15.5,1.0
0,,S,2.0,Southampton,male,True,man,23.0,46.0,Second,41.0,0.0,23.0,True,13.0,0.0
0,D,C,1.0,Cherbourg,male,True,man,58.0,116.0,First,341.82500000000005,0.0,58.0,False,,2.0
1,,S,1.0,Southampton,male,True,man,50.0,100.0,First,402.95000000000005,2.0,50.0,False,133.65,0.0
0,,C,3.0,Cherbourg,male,True,man,50.0,80.0,Third,23.674999999999997,0.0,40.0,True,7.225,0.0
0,E,S,1.0,Southampton,male,True,man,47.0,94.0,First,78.76249999999999,0.0,47.0,True,25.5875,0.0
0,,S,3.0,Southampton,male,True,man,36.0,72.0,Third,24.4874,,36.0,True,7.4958,0.0
1,,S,3.0,Southampton,male,True,man,20.0,40.0,Third,25.775,,,False,7.925,0.0
0,,S,2.0,Southampton,male,True,man,32.0,64.0,Second,222.5,2.0,32.0,False,73.5,0.0
0,,S,,Southampton,male,True,man,25.0,50.0,Second,41.0,0.0,25.0,True,13.0,0.0
0,,S,3.0,Southampton,male,True,man,,,Third,25.325000000000003,0.0,,True,7.775,0.0
0,,S,3.0,Southampton,male,True,man,243.0,86.0,Third,26.150000000000002,0.0,43.0,True,8.05,0.0
1,C,S,1.0,Southampton,female,False,woman,,,First,158.0,1.0,,False,52.0,0.0
1,,S,2.0,Southampton,female,False,woman,40.0,80.0,Second,119.0,1.0,40.0,False,39.0,1.0
0,B,S,1.0,Southampton,male,True,man,31.0,62.0,First,158.0,1.0,31.0,False,52.0,0.0
0,,S,2.0,Southampton,male,True,man,70.0,140.0,Second,33.5,0.0,70.0,True,10.5,0.0
1,,S,,Southampton,male,True,man,231.0,62.0,Second,41.0,,,True,13.0,0.0
0,,S,2.0,Southampton,male,True,man,,,Second,2.0,0.0,,True,0.0,0.0
0,,S,3.0,Southampton,male,True,man,18.0,36.0,Third,25.325000000000003,0.0,18.0,True,,0.0
0,,S,3.0,Southampton,male,True,man,224.5,49.0,Third,26.150000000000002,0.0,,True,8.05,0.0
1,,S,3.0,Southampton,female,False,woman,18.0,36.0,Third,31.5251,0.0,18.0,True,9.8417,0.0
0,,S,,Southampton,female,False,woman,53.0,86.0,Third,142.7,1.0,43.0,False,46.9,6.0
1,B,C,1.0,Cherbourg,male,True,man,36.0,72.0,First,1538.9876,0.0,36.0,False,512.3292,1.0
0,,Q,3.0,Queenstown,female,False,woman,,,Third,26.412499999999998,0.0,,True,8.1375,0.0
1,D,C,1.0,Cherbourg,male,True,man,27.0,54.0,First,232.18760000000003,0.0,27.0,True,76.7292,0.0
0,,S,3.0,Southampton,male,True,man,220.0,40.0,Third,29.674999999999997,,20.0,True,9.225,0.0
0,,S,3.0,Southampton,male,False,child,14.0,28.0,Third,142.7,5.0,14.0,False,46.9,2.0
0,,S,2.0,Southampton,male,True,man,60.0,120.0,Second,119.0,1.0,60.0,False,39.0,1.0
0,,C,2.0,Cherbourg,male,True,man,25.0,50.0,Second,126.7376,,25.0,False,41.5792,2.0
0,,S,3.0,Southampton,male,False,child,214.0,28.0,Third,121.0625,,14.0,False,39.6875,1.0
0,,S,3.0,Southampton,male,True,man,19.0,38.0,Third,32.5124,0.0,19.0,True,,
0,,S,3.0,Southampton,male,True,man,218.0,36.0,Third,25.3874,0.0,,True,7.7958,0.0
1,B,S,1.0,Southampton,female,False,child,25.0,30.0,First,636.0125,0.0,15.0,False,,1.0
1,B,S,,Southampton,male,True,man,41.0,62.0,First,173.0,1.0,31.0,False,57.0,0.0
1,,C,,Cherbourg,female,False,child,204.0,8.0,Third,42.2501,0.0,4.0,False,13.4167,1.0
